QUEST_20150317_000001	$Por favor, selecione o usuário que precisa de uma atualização de quest.
QUEST_20150414_001839	$Os rostos de meus colegas ficaram pálidos e eles fugiram. O que está acontecendo? 
QUEST_20150414_001840	$Uma Górgona? Minha... Acho que vi uma.
QUEST_20150414_001841	Um tremendo monstro foi avistado aqui. Você o viu? 
QUEST_20150414_001842	$É um pouco duvidoso, um monstro se escondendo em um beco assim. {nl}Mas não posso simplesmente ignorar o relato, entretanto...
QUEST_20150414_001843	Grãos daqui serão levados a Klaipeda. {nl}Ouvi dizer que a fazenda foi corrompida com uma energia maligna.
QUEST_20150414_001844	$O cultivo na fazenda apenas começou, então sou o único que recebeu terras. {nl}Me pergunto quando cultivarão toda essa área assim. 
QUEST_20150414_001845	$Você derrotou a Górgona? {nl}Uau, Reveladores devem ser algum tipo de super-humano.
QUEST_20150414_001846	$Um golpe errado e poderíamos ter sido dizimados. {nl}Parece que a deusa voltou e está nos mantendo seguros. 
QUEST_20150414_001847	Eu poderia ter lutado mais, mas meus colegas fugiram. {nl}Eu consigo encarar esses monstros a qualquer momento...
QUEST_20150414_001848	Da próxima vez, lutarei na linha de frente. {nl}Não tenho certeza de que consigo derrotá-lo. 
QUEST_20150414_001849	$Seria mais perigoso se você não estivesse conosco. {nl}Um monstro tão grande perto de Klaipeda...
QUEST_20150414_001850	$Gatus, ele foi o primeiro a fugir, mas adora blefar... {nl}
QUEST_20150414_001851	$Como pôde Gytis mentir para nós? {nl}Ele disse que só havia monstros gentis. 
QUEST_20150414_001852	Alan é o pior. {nl}Ele deveria ter dito corretamente que era a Górgona.
QUEST_20150414_001853	$Eu vi você lutar enquanto fugia, e foi espetacular. {nl}Você luta com esse tipo de monstro com frequência? 
QUEST_20150414_001854	$Realmente o invejo. {nl}Eu poderia ser um bom soldado também, se tivesse suas habilidades. 
QUEST_20150414_001855	Estou enjoado... Ugh...
QUEST_20150414_001856	Ainda estou enjoado, mas está melhorando. {nl}Muito obrigado. 
QUEST_20150414_001857	$Você nos trouxe o remédio? {nl}Obrigado. A deusa certamente te abençoará. 
QUEST_20150414_001858	Hm... O antídoto já está pronto...?
QUEST_20150414_001859	Me salve...
QUEST_20150414_001860	$Se não fosse por você, estaria me encontrando com a deusa agora mesmo. {nl}Muito obrigado.
QUEST_20150414_001861	$Perdi a consciência com algo estranho, que então percebi ser veneno. {nl}Essa dor... Eu nem quero mais pensar nisso, nunca mais. 
QUEST_20150414_001862	Socorro... Parece que vou morrer...
QUEST_20150414_001863	$Obrigado por nos salvar. {nl}Tinha certeza de que morreríamos.
QUEST_20150414_001864	$Senti um calor e... Não me lembro de nada depois disso. {nl}Evoniphon? Nunca ouvi falar. 
QUEST_20150414_001865	$Meu estômago está em chamas...
QUEST_20150414_001866	{memo X}$Volte. {nl}Humanos não deveriam entrar aqui.
QUEST_20150414_001867	{memo X}$Não podemos te proteger. Volte.
QUEST_20150414_001868	{memo X}$Os subordinados de Nuaele se foram. {nl}Vá encontrar Aladona. Ela levará você até o território de Nuaele. 
QUEST_20150414_001869	{memo X}$Além da brecha de corrupção, nosso maior problema era Nuaele. {nl}Agora podemos focar na brecha de corrupção. {nl}Vá ao Distrito da Prisão 3. A Deusa aguarda o seu apoio.
QUEST_20150414_001870	$Se prepare. Estamos estabelecendo uma nova base.
QUEST_20150414_001871	$Criaremos um novo lar aqui, um mundo onde demônios e humanos se encontram.
QUEST_20150414_001872	$Quebraremos as asas da deusa e destruiremos todas as barreiras.
QUEST_20150414_001873	$Vamos expandir nossas forças, começando por aqui.
QUEST_20150414_001874	$Essa será a nossa terra.
QUEST_20150414_001875	$Venha falar comigo, se tiver algo a perguntar.
QUEST_20150414_001876	{memo X}$Entre eles, o Mestre Paladino foi um herói que salvou muitas vidas na capital. {nl}Agora, ele foi ao Desfiladeiro Regato de Prata para lutar contra um grande mal.
QUEST_20150414_001877	$Não gosto de Fiona, e me pergunto por que ela é a Mestre Caçadora. {nl}Mas se precisarmos dela para derrotar Evoniphon, não terei problema em me aliar a ela.
QUEST_20150414_001878	Fazendeiro Inquilino Curado
QUEST_20150414_001879	Você salvou a minha vida. Ainda estou enjoado... Sou muito grato a você!
QUEST_20150414_001880	$Se as uvas continuarem desse jeito, vou deixar a Fazenda Shaton. {nl}Não quero mais sentir esse tipo de dor.
QUEST_20150414_001881	$Achei que o veneno queimaria meu corpo. {nl}Muito obrigado por me salvar.
QUEST_20150414_001882	Armazenadora Rita
QUEST_20150414_001883	$Bem-vindos! {nl}Como posso ajudar?
QUEST_20150414_001884	$Você não deveria confiar em ninguém aqui. Nem na deusa, nem em você.
QUEST_20150414_001885	$Lorde Demônio Hauberk, a deusa não deseja lutar com você. {nl}Pare com suas ações hostis imediatamente.
QUEST_20150414_001886	$Prepare-se para fazer a Chave da Estrela Vespertina. {nl}Rápido, não temos muito tempo. Enviarei o Revelador em breve.
QUEST_20150414_001887	Minha alma é minha, e apenas minha!
QUEST_20150414_001888	{memo X}$Fui capaz de recolher minha alma, graças a você. {nl}Mas isso... Essa não é a corrente em reversão que desmanchou minha alma?
QUEST_20150414_001889	$Certo. Agora eu entendo... {nl}Esse plano era para fechar a rachadura dimensional com o poder da minha alma?
QUEST_20150414_001890	$Me dê o poder, Revelador. {nl}É um poder que cabe apenas à deusa.
QUEST_20150414_001891	$Recepcionista Brandon
QUEST_20150428_001892	A informação para compartilhar com você não foi recolhida.
QUEST_20150428_001893	{memo X}$É melhor usar o bondinho do que bater de frente contra os monstros.
QUEST_20150428_001894	$Você pode chegar do outro lado usando o bondinho.
QUEST_20150428_001895	{memo X}$Cuidado! Isso deve ser coisa de Antares. {nl}Explodirá se você se aproximar. {nl}É melhor se livrar deles, atraindo um de cada vez.
QUEST_20150428_001896	{memo X}$Por favor, me proteja enquanto estabilizo as Joias da Proeminência. Preciso me concentrar.
QUEST_20150428_001897	$Certo... Deixe-me ver a joia completada que você se esforçou tanto para fazer. {nl}Não sei quanto a você, mas eu realmente gosto disso, huhuhu...
QUEST_20150428_001898	Carta Rasgada
QUEST_20150428_001899	Diário Rasgado
QUEST_20150428_001900	Último Registro
QUEST_20150428_001901	$Diário Abandonado
QUEST_20150428_001902	$A deusa deixou muitas coisas com o primeiro Paladino: {nl}A ameaça da Rainha Demônio Gesti e a missão de proteger. {nl}Ela também mencionou que um Salvador surgiria.
QUEST_20150428_001903	{memo X}$O túmulo real que foi mencionado na revelação está longe demais de você. {nl}Eu abrirei o portal para você.
QUEST_20150428_001904	$Você consegue sentir a existência desaparecendo ao seu redor.
QUEST_20150428_001905	$Seres que antes eram invisíveis começam a aparecer...
QUEST_20150428_001906	$Sem respostas agora.
QUEST_20150428_001907	$O altar já está ativando.
QUEST_20150428_001908	$O candelabro já está aceso.
QUEST_20150428_001909	$Você precisará de algo para acendê-lo...
QUEST_20150428_001910	$Parece que está reagindo levemente a algo.
QUEST_20150428_001911	$Falta algo para ativar no altar.
QUEST_20150428_001912	$Você sente uma grande energia vindo do altar.
QUEST_20150428_001913	$Você sente uma força desconhecida.
QUEST_20150428_001914	$Os monstros se enfraquecem enquanto a sombra assustadora desaparece.
QUEST_20150428_001915	$Parece que não pode absorver mais.
QUEST_20150428_001916	$Você sente como se estivesse sendo sugado para dentro da luz...
QUEST_20150428_001917	{memo X}$Você ainda não consegue encontrar nada.
QUEST_20150428_001918	$Marido Refugiado
QUEST_20150428_001919	$Esposa Refugiada
QUEST_20150428_001920	$É sinal de boa sorte. {nl}Vamos voltar à vila?
QUEST_20150428_001921	Will
QUEST_20150428_001922	{memo X}$Que sovina. Terei de ser sovina também, então.
QUEST_20150428_001923	Pista Enegrecida
QUEST_20150428_001924	{memo X}$Esse lugar é maluco. {nl}A única maneira de se livrar desse maldito Cristal da Raiz da Árvore é queimar o lugar. {nl}Tudo devia ser queimado.
QUEST_20150428_001925	$O Diário que foi Escrito com Raiva
QUEST_20150428_001926	{memo X}$Jamais perdoarei os monstros que mataram minha família. {nl}Apesar do meu corpo voltar ao chão, minha alma ainda queima com ódio. {nl}Ó, deusa. Apenas o sangue dos monstros pode esfriar meu ódio.
QUEST_20150428_001927	Carta Amassada
QUEST_20150428_001928	$Os ensinamentos de Maven foram arruinados pela maldição. {nl}Naktis pecaminosa. Que a maldição recaia sobre você também!
QUEST_20150428_001929	{memo X}$Salvador, {nl}te mostrarei a grande força de vontade que foi deixada a você.
QUEST_20150428_001930	$Diário de Arune
QUEST_20150428_001931	$As circunstâncias mudaram. {nl}Os demônios precisavam de mais energia vital para a Árvore Divina.
QUEST_20150428_001932	$Eles destruirão e devastarão mais vidas, e então elas serão absorvidas pela Árvore Divina. {nl}Jamais poderemos perdoá-los. {nl}Eles mesmos deveriam ser devolvidos à Árvore Divina.
QUEST_20150428_001933	$Diário de Sigita
QUEST_20150428_001934	$Os corpos sujos dos demônios caem sem vida no chão úmido da Prisão de Demônios. {nl}Eles estão contra nós e querem voltar a um estado.
QUEST_20150428_001935	$A energia perversa que eles liberam não desapareceria sem intervenção do poder divino.
QUEST_20150428_001936	$A Carta de Comando de Ausrine
QUEST_20150428_001937	$Prenderemos aqueles que se opõem a nós em um lugar isolado entre dois mundos.
QUEST_20150428_001938	$Diário do Aventureiro Desconhecido
QUEST_20150428_001939	$A casa da família amaldiçoada com vingança e carnificina nos acolheu. {nl}Enquanto entrávamos na casa, as heras enroladas se prenderam em nossos joelhos.
QUEST_20150428_001940	$Quebramos os lacres enquanto derrotávamos os monstros. {nl}Os tesouros da Família Legwyn estão escondidos em algum lugar nessa casa... {nl}Nós os encontraremos. 
QUEST_20150428_001941	A Resposta de Beikeol
QUEST_20150428_001942	{memo X}$Recebi sua carta. {nl}Foi ótimo descobrir que os garotos da família Legwyn confiam em você.
QUEST_20150428_001943	{memo X}$Eu mudei o nome no certificado para você, então me devolva o resto dos documentos. {nl}Eu garanto o seu testamento, ou a escritura da terra dele.
QUEST_20150428_001944	{memo X}$Oferecerei o pagamento inicial, como da última vez. {nl}Você cuida de tudo, assim como a filha de Legwyn que foi estudar em outro continente.
QUEST_20150428_001945	Ordem de Compra
QUEST_20150428_001946	$Como pedido, estou enviando as raízes de aconitum que colhemos na primavera. {nl}Elas são capazes de fazer as dores de barriga, tonturas e outras dores acabarem.
QUEST_20150428_001947	$Mais uma coisa. Não consuma muito de uma vez, pode ser fatal. {nl}Doses devem ser menores que o tamanho de uma unha, e consumidas depois de dissolvidas em álcool.
QUEST_20150428_001948	Epitáfio do Vigia
QUEST_20150428_001949	$Com o soprar do vento, as folhas vão caindo. {nl}Se caem, então caem. {nl}Quando canto minha canção, a noite parece vir e o sol se põe.
QUEST_20150428_001950	$Ele descansa aqui, depois de lutar contra as forças do mal com o primeiro Paladino.
QUEST_20150428_001951	$Nascido filho de um Vigia. Completou a construção da Igreja da Doutrina. Ele descansa aqui.
QUEST_20150428_001952	$Mãe, por favor, não chore. {nl}Finalmente, me livrei da maldição.
QUEST_20150428_001953	$Finalmente, você dorme como se estivesse na casa de sua mãe. {nl}Você não precisa mais se preocupar com a dor. {nl}Você não precisa esperar pela salvação da deusa.
QUEST_20150428_001954	$No toque da deusa. Ao lado da mãe. {nl}Dormindo. Tirando uma soneca. {nl}Eu, que não estou ao teu lado, emagrecendo e endurecendo como uma árvore no inverno.
QUEST_20150428_001955	$Os filhos dos Vigias descansam aqui.
QUEST_20150428_001956	$A Grama do Rei Zachariel
QUEST_20150428_001957	$O rei disse àqueles que inscreveram as letras e símbolos nas madeiras {nl}para se abster de pecados, mas eles perderam suas memórias, como ordenado pelo rei. {nl}Eu fiz isso porque tinha medo que os demônios e as pessoas com intenções indignas pudessem roubar meus artefatos. {nl}Entretanto, não quero repetir isso para o meu povo.
QUEST_20150428_001958	$(O livro está tão apodrecido que nada mais pode ser lido.)
QUEST_20150428_001959	$O ministro disse, {nl}'Já ouvimos as palavras de Vossa Majestade. {nl}Não sabemos exatamente por que, mas a razão de o Mausoléu Real ter sido construído não foi se exibir, {nl}mas preparar a previsão que pode trazer caos ao reino e mudar o futuro dos humanos. {nl}Se não realizarmos essa tarefa importante, quem o fará?'
QUEST_20150428_001960	$Placa de Aviso para Intrusos Não Autorizados
QUEST_20150428_001961	$Para proteger o segredo sagrado do Rei Zachariel, ninguém pode entrar nesse local.
QUEST_20150428_001962	$Qualquer entrada não autorizada será punida pelo seu pecado.
QUEST_20150428_001963	$A Ordem de Retirada
QUEST_20150428_001964	$Essa instalação será desativada em breve. {nl}Peço que todos os construtores e pessoas relacionadas ao Mausoléu Real se retirem.
QUEST_20150428_001965	$Diário do Barão Soldado Chagos
QUEST_20150428_001966	$O mago que apareceu de algum lugar disse ao barão ignorante que o objeto se encontra aqui.
QUEST_20150428_001967	$A caminho para a juventude eterna. {nl}Não consigo encontrar o caminho: o lugar onde apenas a morte aguarda.
QUEST_20150428_001968	$Documento Se Esfarelando
QUEST_20150428_001969	$O Lorde Demônio Helgasercle, dividiu o espírito do Lorde Demônio Hauberk. {nl}Isso era usado para energizar a barreira que agora cerca a Torre da Maga, e então foi espalhado por todo o reino.
QUEST_20150428_001970	$Muitos mágicos vieram destruir a barreira, mas não conseguiram apenas com as pedras fundamentais que foram reunidas na torre.
QUEST_20150428_001971	$A todos aventureiros do reino, {nl}a Torre da Maga oferece ouro àqueles que trouxerem de volta todos os fragmentos do espírito de Hauberk.
QUEST_20150428_001972	$A Ordem para Derrotar os Demônios
QUEST_20150428_001973	$E assim eu ordeno, em nome de Vakarine! {nl}Depois de Medzio Diena, eles não podem mais ser perdoados. {nl}Eles estão tentando expandir seus poderes penetrando na rachadura que foi criada na barreira.
QUEST_20150428_001974	$Todos Kupoles aqui derrotarão os Lordes Demônios Boolut, Nuaele e Baltrus, antes de mais nada. {nl}Os inimigos ficarão em pânico sem seus comandantes e serão facilmente derrotados.
QUEST_20150428_001975	$Kupoles incapazes de atacar devem se concentrar em bloquear a rachadura. {nl}Não podemos permitir que mais demônios cheguem até os Lordes Demônio.
QUEST_20150428_001976	$Como devo viver daqui em diante? {nl}Deveria ter me mudado para Klaipeda.
QUEST_20150428_001977	{memo X}$Já que você os colocou em seu inventário, pode lê-los a qualquer momento.
QUEST_20150428_001978	$O poder de Mirtis era tão estrondoso que Cunningham teve de tomar uma decisão importante.
QUEST_20150428_001979	{memo X}$Eu ouvi dizer que mais e mais monstros estão aparecendo na terra do Barão Allerno. {nl}Por favor, derrote esses monstros antes que tomem quaisquer vidas de inocentes.
QUEST_20150428_001980	{memo X}$De acordo com as informações que obtive das asas de Baibora, os demônios vêm em grupos de um lugar chamado Prisão de Demônios. {nl}Por favor, nos ajude a evitar que um caos ainda maior aconteça.
QUEST_20150428_001981	{memo X}$Ajude os druidas que foram enviados à fazenda da Família Greene. {nl}Eles estão procurando pelas pessoas que podem ajudar com a purificação em massa.
QUEST_20150428_001982	{memo X}$O Apiário Dina está correndo risco de ser atacado por demônios. {nl}Eles nem podem trabalhar, então precisam de ajuda desesperadamente.
